Hotel_Title,Title_URL,Like,Address,Address_URL,City,Review_Text,Price,Rating,Number
Baystars Hotel And Gym,https://hotels.ng/hotel/99164-baystars-hotel-gym-lagos,"
                                           
                                           25 people like this hotel ",", Lagos - 40/42, Ekoro Road, Baba Egbe Bustop, Meiran, Ijaiye-Ojokoro",https://hotels.ng/hotels-in-lagos/,,,,,From 1 review
Mitland Suites ,https://hotels.ng/hotel/94289-mitland-suites-resort-lagos,"
                                           
                                           25 people like this hotel ","Ikorodu, Lagos - Km3, Ijede Road Oke-Eletu, Ijede-Ikorodu",https://hotels.ng/hotels-in-lagos/ikorodu,Ikorodu,,"₦3,000
                                               avg/night
                                           ",,
Grandy Suites Hotels,https://hotels.ng/hotel/995676-grandy-suites-hotels-lagos,"
                                           
                                           25 people like this hotel ","Ishaga, Lagos - Plot 118 Olusegun Osoba Road By White House Busstop Agbado Road, Iju Ishaga, ",https://hotels.ng/hotels-in-lagos/ishaga,Ishaga,,"₦10,000
                                               avg/night
                                           ",,
Molit Guest House Lagos,https://hotels.ng/hotel/1009370-molit-guest-house-lagos-lagos,"
                                           
                                           25 people like this hotel ","Victoria Island, Lagos - 143 ,Olabode George Street, Off Ajose Adeogun",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦15,000
                                               avg/night
                                           ",,
Relish Garden,https://hotels.ng/hotel/38647-relish-garden-lagos,"
                                           
                                           23 people like this hotel ","Ojokoro, Lagos - 4, Agbado Ijaiye Road",https://hotels.ng/hotels-in-lagos/ojokoro,Ojokoro,,"₦7,000
                                               avg/night
                                           ",,
Kesington Suites,https://hotels.ng/hotel/1011158-kesington-suites,"
                                           
                                           23 people like this hotel ","Ikeja, Lagos - 35 Ogundana Street, Off Allen Avenue.",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,,,
La Avril Hotel And Suites ,https://hotels.ng/hotel/1008400-la-avril-hotel-and-suites-lagos,"
                                           
                                           21 people like this hotel ","Ifako, Lagos - 4 ,Taqwa Crescent, Ifako, Agege, Lagos, Nigeria",https://hotels.ng/hotels-in-lagos/ifako,Ifako,,"₦8,500
                                               avg/night
                                           ",,From 1 review
CF Hotel And Bar ,https://hotels.ng/hotel/14511-cf-hotel-and-bar-lagos,"
                                           
                                           21 people like this hotel ","Oshodi-Isolo, Lagos - 34 Ire Akari Estate Road",https://hotels.ng/hotels-in-lagos/oshodi-isolo,Oshodi-Isolo,,"₦5,000
                                               avg/night
                                           ",,
Ayokunu Hotels Limited ,https://hotels.ng/hotel/24755-ayokunu-hotels-limited-lagos,"
                                           
                                           21 people like this hotel ","Ifako Ijaye, Lagos - 630, Lagos-Abeokuta Expressway, Behind Ayokunu Petrol Station, Abule Tailor, Ifako-Ijaiye",https://hotels.ng/hotels-in-lagos/ifako-ijaye,Ifako Ijaye,,"₦3,500
                                               avg/night
                                           ",,
White House Hotel,https://hotels.ng/hotel/21584-white-house-hotel-lagos,"
                                           
                                           19 people like this hotel ","Ikorodu, Lagos - 57, Ojokoro Road, Agric Bus-stop, Close To Landmark College ",https://hotels.ng/hotels-in-lagos/ikorodu,Ikorodu,,,,From 1 review
Santanal Inn (Lodging And Accommodation) Hotel,https://hotels.ng/hotel/61217-satanal-inn-lodging-and-accommodation-hotel-lagos,"
                                           
                                           19 people like this hotel ","Ojota, Lagos - 37 Olatunji  Street Off Raju Avenue ",https://hotels.ng/hotels-in-lagos/ojota,Ojota,,"₦4,000
                                               avg/night
                                           ",,
Shippers Hotel,https://hotels.ng/hotel/77613-shippers-hotel-lagos,"
                                           
                                           19 people like this hotel ","Satellite Town , Lagos - No 1, Mission Street, Off Community Road",https://hotels.ng/hotels-in-lagos/satellite-town,Satellite Town ,,,,
Onisemo Hotel ,https://hotels.ng/hotel/72656-onisemo-hotel-lagos,"
                                           
                                           17 people like this hotel ","Surulere, Lagos - 22, Samuel Omotara Street, Aguda",https://hotels.ng/hotels-in-lagos/surulere,Surulere,,"₦3,500
                                               avg/night
                                           ",,
Elyon Integrated Resort,https://hotels.ng/hotel/34135-elyon-integrated-rseort-lagos,"
                                           
                                           14 people like this hotel ","Amuwo Odofin, Lagos - No 14, Eke-Elore Street, Satellite Town",https://hotels.ng/hotels-in-lagos/amuwo-odofin,Amuwo Odofin,,,,
Royal Path Hotel Limited,https://hotels.ng/hotel/48247-royal-path-hotel-limited-lagos,"
                                           
                                           12 people like this hotel ","Isolo, Lagos - 17, Grace Baptist Street, Oke-Afa",https://hotels.ng/hotels-in-lagos/isolo,Isolo,,,,
Grace Court Hotels,https://hotels.ng/hotel/1009660-grace-court-hotels-lagos,"
                                           
                                           12 people like this hotel ","Agbara, Lagos - No 1, Ebo Ejitomi Crescent, Lusola Igbesa Road",https://hotels.ng/hotels-in-lagos/agbara,Agbara,,"₦2,550
                                               avg/night
                                           ",,
CASTLE VIEW SUITES,https://hotels.ng/hotel/56716-castle-view-suites-lagos,"
                                           
                                           10 people like this hotel ","Abule Egba, Lagos - Chief Rotimi Williams Estate, Bola Ahmed Tinubu Road, K.Farm Station Bus-stop,",https://hotels.ng/hotels-in-lagos/abule-egba,Abule Egba,,,,
1st Choice Guest House,https://hotels.ng/hotel/35225-1st-choice-guest-house-lagos,"
                                           
                                           8 people like this hotel ","Abule Egba, Lagos - 4, Otunba Waheed Adeleye Layout, Off Ekoro Road",https://hotels.ng/hotels-in-lagos/abule-egba,Abule Egba,,,,
Oceanbreez Suites,https://hotels.ng/hotel/1009506-oceanbreez-suites-lagos,"
                                           
                                           8 people like this hotel ","Satelite Town Lagos, Lagos - Buba Marua Road / Ijejun Road,jetty Busstop Satelite",https://hotels.ng/hotels-in-lagos/satelite-town-lagos,Satelite Town Lagos,,"₦10,000
                                               avg/night
                                           ",,
